,distance_travelled_center_in_m,speed_in_km/h,is_immobile,immobile_threshold[km/h],distance_nose_leftpetridish,distance_nose_rightpetridish,center_is_left_cagehalf,center_is_right_cagehalf,is_investigating_leftpetridish,is_investigating_rightpetridish,object_investigation_radius[cm],deg_is_investigating_left_dish,deg_is_investigating_right_dish,deg_is_investigating_leftpetridish,deg_is_investigating_rightpetridish
12767,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12768,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12769,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12770,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12771,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12772,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12773,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12774,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12775,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12776,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12777,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12778,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12779,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12780,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12781,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12782,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12783,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12784,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12785,,,,0.1,662.7125114607534,1207.8612740516028,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12786,,,,0.1,650.8651665750947,1191.6316431696025,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12787,,,,0.1,652.3258616667063,1186.06721590282,,,0.0,0.0,2.0,0.0,0.0,0.0,0.0
12788,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12789,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12790,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12791,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12792,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12793,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12794,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12795,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12796,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12797,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12798,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12799,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12800,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12801,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12802,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12803,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12804,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12805,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12806,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12807,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12808,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12809,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12810,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12811,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12812,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12813,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12814,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12815,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12816,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12817,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12818,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12819,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12820,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12821,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12822,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12823,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12824,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12825,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12826,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12827,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12828,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12829,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12830,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12831,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12832,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12833,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12834,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12835,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12836,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12837,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12838,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12839,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12840,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12841,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12842,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12843,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12844,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12845,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12846,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12847,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12848,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12849,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12850,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12851,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12852,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12853,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12854,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12855,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12856,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12857,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12858,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12859,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12860,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12861,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12862,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12863,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12864,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12865,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12866,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12867,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12868,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12869,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12870,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12871,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12872,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12873,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12874,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12875,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12876,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12877,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12878,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12879,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12880,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12881,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12882,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12883,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12884,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12885,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12886,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12887,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12888,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12889,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12890,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12891,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12892,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12893,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12894,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12895,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12896,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12897,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12898,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12899,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12900,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12901,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12902,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12903,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12904,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12905,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12906,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12907,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12908,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12909,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12910,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12911,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12912,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12913,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12914,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12915,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12916,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12917,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12918,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12919,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12920,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12921,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12922,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12923,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12924,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12925,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12926,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12927,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12928,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12929,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12930,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12931,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12932,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12933,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12934,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12935,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12936,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12937,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12938,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12939,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12940,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12941,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12942,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12943,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12944,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12945,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12946,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12947,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12948,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12949,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12950,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12951,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12952,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12953,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12954,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12955,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12956,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12957,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12958,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12959,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12960,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12961,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12962,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12963,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12964,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12965,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12966,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12967,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12968,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12969,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12970,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12971,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12972,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12973,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12974,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12975,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12976,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12977,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12978,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12979,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12980,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12981,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12982,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12983,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12984,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12985,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12986,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12987,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12988,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12989,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12990,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12991,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12992,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12993,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12994,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12995,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12996,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12997,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12998,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
12999,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13000,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13001,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13002,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13003,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13004,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13005,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13006,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13007,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13008,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13009,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13010,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13011,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13012,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13013,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13014,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13015,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13016,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13017,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13018,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13019,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13020,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13021,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13022,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13023,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13024,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13025,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13026,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13027,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13028,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13029,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13030,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13031,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13032,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13033,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13034,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13035,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13036,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13037,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13038,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13039,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13040,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13041,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13042,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13043,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13044,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13045,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13046,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13047,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13048,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13049,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13050,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13051,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13052,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13053,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13054,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13055,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13056,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13057,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13058,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13059,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13060,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13061,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13062,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13063,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13064,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13065,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13066,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13067,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13068,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13069,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13070,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13071,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13072,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13073,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13074,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13075,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13076,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13077,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13078,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13079,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13080,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13081,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13082,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13083,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13084,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13085,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13086,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13087,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13088,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13089,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13090,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13091,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13092,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13093,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13094,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13095,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13096,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13097,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13098,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13099,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13100,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13101,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13102,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13103,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13104,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13105,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13106,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13107,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13108,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13109,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13110,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13111,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13112,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13113,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13114,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13115,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13116,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13117,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13118,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13119,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13120,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13121,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13122,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13123,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13124,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13125,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13126,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13127,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13128,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13129,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13130,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13131,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13132,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13133,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13134,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13135,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13136,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13137,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13138,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13139,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13140,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13141,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13142,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13143,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13144,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13145,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13146,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
13147,,,,0.1,,,,,,,2.0,0.0,0.0,0.0,0.0
